country,iso3c,year,month,breakdown,escalation_nonlethal,escalation_nonviolent,repression_up,external,deescalation,repression_down,protest
Morocco,MAR,2003,9,0,12,6,24,2,0,8,0
Morocco,MAR,2003,10,0,1,1,5,7,1,3,0
Morocco,MAR,2003,11,0,0,0,8,3,0,2,0
Morocco,MAR,2003,12,0,0,0,0,10,0,1,0
Madagascar,MDG,2003,1,0,0,0,0,1,0,0,0
Madagascar,MDG,2003,2,0,3,0,2,4,0,0,1
Madagascar,MDG,2003,3,1,0,0,1,0,0,1,1
Madagascar,MDG,2003,4,1,1,0,0,2,0,4,2
Madagascar,MDG,2003,5,2,1,0,2,1,0,1,4
Madagascar,MDG,2003,6,2,1,1,0,1,0,0,0
Madagascar,MDG,2003,7,1,0,0,2,0,0,1,0
Madagascar,MDG,2003,8,0,0,0,5,0,0,0,0
Madagascar,MDG,2003,9,0,0,0,0,2,0,1,0
Madagascar,MDG,2003,10,0,0,0,1,0,0,0,0
Madagascar,MDG,2003,11,0,0,0,1,0,0,0,0
Madagascar,MDG,2003,12,1,2,1,2,2,0,2,0
Mali,MLI,2003,1,0,2,0,0,0,0,0,0
Mali,MLI,2003,2,0,0,0,0,0,0,0,0
Mali,MLI,2003,3,0,0,0,0,0,0,0,0
Mali,MLI,2003,4,0,0,0,0,0,0,0,0
Mali,MLI,2003,5,0,1,0,0,1,0,0,0
Mali,MLI,2003,6,0,0,0,0,0,0,0,0
Mali,MLI,2003,7,0,0,1,0,0,2,1,0
Mali,MLI,2003,8,0,5,0,0,2,0,2,0
Mali,MLI,2003,9,0,1,0,1,1,2,0,0
Mali,MLI,2003,10,0,0,0,0,0,0,0,0
Mali,MLI,2003,11,0,0,0,0,0,0,0,0
Mali,MLI,2003,12,0,0,0,0,0,2,0,0
Mozambique,MOZ,2003,1,1,1,0,1,1,0,0,0
Mozambique,MOZ,2003,2,3,2,2,0,7,0,1,0
Mozambique,MOZ,2003,3,0,1,0,0,9,0,2,0
Mozambique,MOZ,2003,4,1,0,0,0,8,1,0,0
Mozambique,MOZ,2003,5,0,1,0,0,2,0,0,0
Mozambique,MOZ,2003,6,0,0,0,2,6,2,0,0
Mozambique,MOZ,2003,7,1,3,0,0,0,1,3,0
Mozambique,MOZ,2003,8,0,1,0,0,2,0,0,0
Mozambique,MOZ,2003,9,0,2,0,3,0,0,0,1
Mozambique,MOZ,2003,10,7,2,0,0,7,1,0,0
Mozambique,MOZ,2003,11,1,3,2,4,5,0,0,0
Mozambique,MOZ,2003,12,1,0,0,1,5,0,0,0
Mauritania,MRT,2003,1,0,0,0,0,0,0,0,0
Mauritania,MRT,2003,2,0,1,0,0,0,0,0,0
Mauritania,MRT,2003,3,0,0,0,0,0,0,0,0
Mauritania,MRT,2003,4,0,0,0,0,2,0,0,0
Mauritania,MRT,2003,5,0,0,0,6,0,0,1,0
Mauritania,MRT,2003,6,0,8,0,9,0,2,4,0
Mauritania,MRT,2003,7,0,0,0,3,0,0,3,0
Mauritania,MRT,2003,8,0,1,0,0,0,0,0,0
Mauritania,MRT,2003,9,0,1,0,0,0,0,0,0
Mauritania,MRT,2003,10,0,0,0,2,0,0,2,0
Mauritania,MRT,2003,11,2,2,1,34,0,0,2,0
Mauritania,MRT,2003,12,1,0,1,3,1,0,0,0
Mauritius,MUS,2003,1,0,0,0,3,1,0,0,0
Mauritius,MUS,2003,2,0,0,0,0,0,0,0,0
Mauritius,MUS,2003,3,0,0,0,0,0,0,0,0
Mauritius,MUS,2003,4,0,0,0,0,0,0,0,0
Mauritius,MUS,2003,5,0,0,0,1,0,0,0,0
Mauritius,MUS,2003,6,0,0,0,0,0,0,0,0
Mauritius,MUS,2003,7,0,0,0,1,0,0,1,0
Mauritius,MUS,2003,8,0,0,0,0,0,0,2,0
Mauritius,MUS,2003,9,0,0,0,1,2,0,0,0
Mauritius,MUS,2003,10,0,0,1,0,3,0,0,0
Mauritius,MUS,2003,11,0,2,1,0,0,2,0,0
Mauritius,MUS,2003,12,0,0,0,2,2,0,0,1
Malawi,MWI,2003,1,2,6,0,5,1,0,1,6
Malawi,MWI,2003,2,2,8,0,5,2,0,0,4
Malawi,MWI,2003,3,0,1,0,0,0,0,0,0
Malawi,MWI,2003,4,7,1,1,0,0,0,1,0
Malawi,MWI,2003,5,0,1,1,0,0,0,1,1
Malawi,MWI,2003,6,0,0,2,2,2,0,0,1
Malawi,MWI,2003,7,0,3,0,0,2,0,6,0
Malawi,MWI,2003,8,0,0,0,5,0,0,0,0
Malawi,MWI,2003,9,2,0,0,0,0,0,0,0
Malawi,MWI,2003,10,3,0,0,0,0,0,1,1
Malawi,MWI,2003,11,1,0,0,0,0,0,1,0
Malawi,MWI,2003,12,0,1,1,0,0,1,0,0
Namibia,NAM,2003,1,0,0,0,1,2,0,0,0
Namibia,NAM,2003,2,1,0,0,1,0,0,2,0
Namibia,NAM,2003,3,1,0,0,1,0,0,1,0
Namibia,NAM,2003,4,0,0,0,0,0,0,1,0
Namibia,NAM,2003,5,0,0,1,4,0,0,1,0
Namibia,NAM,2003,6,1,0,1,0,0,1,1,0
Namibia,NAM,2003,7,0,0,1,3,3,0,2,0
Namibia,NAM,2003,8,1,0,1,1,3,0,0,0
Namibia,NAM,2003,9,0,0,1,0,0,1,0,0
Namibia,NAM,2003,10,0,2,0,2,2,0,1,0
Namibia,NAM,2003,11,1,0,0,3,0,0,3,0
Namibia,NAM,2003,12,2,0,0,0,0,0,0,0
Niger,NER,2003,1,0,0,0,0,0,0,0,0
Niger,NER,2003,2,0,0,0,0,0,0,0,0
Niger,NER,2003,3,0,0,0,0,0,0,0,0
Niger,NER,2003,4,0,0,0,0,0,0,0,0
Niger,NER,2003,5,0,0,0,0,0,0,0,0
Niger,NER,2003,6,1,0,0,0,0,0,0,0
Niger,NER,2003,7,0,0,0,0,1,0,0,0
Niger,NER,2003,8,0,0,0,0,0,0,0,0
Niger,NER,2003,9,0,0,0,0,0,0,0,0
Niger,NER,2003,10,0,1,0,0,0,0,0,1
Niger,NER,2003,11,0,0,0,0,0,0,0,0
Niger,NER,2003,12,0,0,0,0,0,0,0,0
Nigeria,NGA,2003,1,19,26,6,19,9,8,8,6
Nigeria,NGA,2003,2,21,24,8,21,9,10,9,6
Nigeria,NGA,2003,3,12,92,16,20,10,11,17,4
Nigeria,NGA,2003,4,30,81,29,38,5,2,13,2
Nigeria,NGA,2003,5,25,23,15,28,16,10,12,9
Nigeria,NGA,2003,6,20,14,8,13,8,16,11,2
Nigeria,NGA,2003,7,12,40,7,20,16,9,15,8
Nigeria,NGA,2003,8,5,43,13,12,18,6,15,5
Nigeria,NGA,2003,9,5,14,10,14,18,3,14,4
Nigeria,NGA,2003,10,7,10,4,17,6,2,10,2
Nigeria,NGA,2003,11,15,31,10,7,9,0,7,3
Nigeria,NGA,2003,12,9,27,7,19,5,2,10,2
Oman,OMN,2003,1,0,0,0,0,0,2,2,0
Oman,OMN,2003,2,0,0,0,0,0,0,0,0
Oman,OMN,2003,3,0,0,0,0,0,0,0,0
Oman,OMN,2003,4,0,0,0,0,0,0,0,0
Oman,OMN,2003,5,0,0,0,1,0,0,0,0
Oman,OMN,2003,6,0,0,0,0,3,0,0,0
Oman,OMN,2003,7,0,0,0,0,0,0,0,0
Oman,OMN,2003,8,0,0,0,0,0,0,0,0
Oman,OMN,2003,9,0,0,0,0,0,2,0,0
Oman,OMN,2003,10,0,0,0,0,3,0,0,0
Oman,OMN,2003,11,0,0,0,0,0,0,0,0
Oman,OMN,2003,12,0,0,0,0,4,0,0,0
Qatar,QAT,2003,1,0,0,0,0,0,0,0,0
Qatar,QAT,2003,2,0,1,1,0,0,2,3,0
Qatar,QAT,2003,3,0,1,0,0,1,0,1,0
Qatar,QAT,2003,4,0,0,0,0,4,0,3,0
Qatar,QAT,2003,5,0,0,0,0,8,2,3,0
Qatar,QAT,2003,6,0,1,1,0,0,2,0,0
Qatar,QAT,2003,7,0,0,0,0,2,0,0,0
Qatar,QAT,2003,8,0,2,0,1,0,0,1,0
Qatar,QAT,2003,9,0,0,0,1,2,2,2,0
Qatar,QAT,2003,10,0,0,0,0,15,0,0,0
Qatar,QAT,2003,11,0,0,0,1,1,0,3,0
Qatar,QAT,2003,12,0,0,0,2,2,0,0,0
Rwanda,RWA,2003,1,0,0,0,1,5,2,0,0
Rwanda,RWA,2003,2,0,4,0,0,0,0,0,0
Rwanda,RWA,2003,3,0,0,3,0,9,0,0,0
Rwanda,RWA,2003,4,0,0,0,0,0,0,0,0
Rwanda,RWA,2003,5,0,2,0,2,1,0,1,0
Rwanda,RWA,2003,6,0,1,0,1,1,0,2,0
Rwanda,RWA,2003,7,2,2,0,2,4,1,0,0
Rwanda,RWA,2003,8,4,6,4,5,1,1,1,1
Rwanda,RWA,2003,9,1,0,0,2,0,4,0,0
Rwanda,RWA,2003,10,0,0,1,2,2,0,0,0
Rwanda,RWA,2003,11,0,2,0,3,3,3,2,0
Rwanda,RWA,2003,12,0,0,0,1,10,0,0,0
Saudi Arabia,SAU,2003,1,0,2,1,4,2,0,3,0
Saudi Arabia,SAU,2003,2,1,7,1,12,20,4,3,0
Saudi Arabia,SAU,2003,3,1,5,2,4,15,2,2,0
Saudi Arabia,SAU,2003,4,0,0,0,4,7,4,8,0
Saudi Arabia,SAU,2003,5,1,24,1,26,9,1,7,0
Saudi Arabia,SAU,2003,6,0,22,1,25,16,0,0,0
Saudi Arabia,SAU,2003,7,0,24,2,20,9,2,1,0
Saudi Arabia,SAU,2003,8,0,46,1,20,6,1,2,0
Saudi Arabia,SAU,2003,9,0,29,0,7,7,1,3,0
Saudi Arabia,SAU,2003,10,0,16,1,39,17,6,1,10
Saudi Arabia,SAU,2003,11,7,71,22,23,5,4,14,0
Saudi Arabia,SAU,2003,12,0,20,3,33,12,6,14,0
Sudan,SDN,2003,1,2,13,1,2,2,8,4,2
Sudan,SDN,2003,2,0,5,0,1,6,6,4,0
Sudan,SDN,2003,3,0,4,1,2,2,5,6,2
Sudan,SDN,2003,4,2,18,0,4,0,4,3,0
Sudan,SDN,2003,5,3,14,3,6,2,5,1,0
Sudan,SDN,2003,6,3,2,1,3,22,19,12,0
Sudan,SDN,2003,7,3,16,1,4,7,4,4,0
Sudan,SDN,2003,8,6,7,0,8,5,5,14,2
Sudan,SDN,2003,9,4,17,0,3,13,60,21,0
Sudan,SDN,2003,10,4,8,1,6,10,28,17,3
Sudan,SDN,2003,11,3,32,1,1,5,12,10,0
Sudan,SDN,2003,12,5,25,1,20,7,47,19,1
Senegal,SEN,2003,1,0,2,0,0,0,0,1,0
Senegal,SEN,2003,2,0,0,0,0,0,0,0,0
Senegal,SEN,2003,3,0,0,0,0,0,0,0,0
Senegal,SEN,2003,4,0,0,0,0,0,0,0,0
Senegal,SEN,2003,5,0,0,0,0,0,0,0,0
Senegal,SEN,2003,6,0,2,0,0,2,0,1,0
Senegal,SEN,2003,7,0,0,0,1,28,0,0,0
Senegal,SEN,2003,8,0,0,0,0,0,3,1,0
Senegal,SEN,2003,9,0,0,0,0,0,0,0,1
Senegal,SEN,2003,10,0,1,0,0,0,0,0,0
Senegal,SEN,2003,11,0,0,0,0,0,0,1,0
Senegal,SEN,2003,12,0,0,0,1,0,0,0,0
Sierra Leone,SLE,2003,1,0,1,1,3,2,0,0,0
Sierra Leone,SLE,2003,2,0,2,2,1,5,1,0,0
Sierra Leone,SLE,2003,3,0,6,0,6,2,0,0,0
Sierra Leone,SLE,2003,4,0,0,0,2,4,0,0,0
Sierra Leone,SLE,2003,5,0,0,0,7,0,4,1,0
Sierra Leone,SLE,2003,6,0,2,1,2,1,0,0,0
Sierra Leone,SLE,2003,7,0,6,1,1,5,0,0,0
Sierra Leone,SLE,2003,8,0,3,0,6,3,0,0,0
Sierra Leone,SLE,2003,9,0,0,0,2,0,1,0,0
Sierra Leone,SLE,2003,10,1,2,2,1,2,0,0,0
Sierra Leone,SLE,2003,11,0,1,0,0,2,0,0,0
Sierra Leone,SLE,2003,12,0,0,0,3,2,0,0,0
Somalia,SOM,2003,1,0,16,0,1,1,2,5,0
Somalia,SOM,2003,2,0,5,1,0,0,0,2,0
Somalia,SOM,2003,3,0,10,2,0,1,0,2,0
Somalia,SOM,2003,4,5,5,2,0,3,2,5,1
Somalia,SOM,2003,5,1,5,2,2,4,8,10,0
Somalia,SOM,2003,6,4,7,0,6,0,4,1,0
Somalia,SOM,2003,7,1,1,0,3,0,0,1,1
Somalia,SOM,2003,8,0,0,0,3,0,0,1,0
Somalia,SOM,2003,9,0,1,0,0,0,4,7,0
Somalia,SOM,2003,10,1,14,0,2,0,5,2,0
Somalia,SOM,2003,11,0,0,0,1,0,2,1,0
Somalia,SOM,2003,12,0,7,0,1,0,0,0,0
South Sudan,SSD,2003,1,0,0,0,0,0,0,0,0
South Sudan,SSD,2003,2,0,0,0,0,0,0,0,0
South Sudan,SSD,2003,3,0,0,0,0,0,0,0,0
South Sudan,SSD,2003,4,0,0,0,0,0,0,0,0
South Sudan,SSD,2003,5,0,1,0,0,0,0,0,0
South Sudan,SSD,2003,6,0,0,0,0,0,0,1,0
South Sudan,SSD,2003,7,0,0,0,1,0,0,0,0
South Sudan,SSD,2003,8,0,5,0,3,0,0,0,0
South Sudan,SSD,2003,9,0,1,0,0,0,2,0,0
South Sudan,SSD,2003,10,0,0,0,0,0,0,0,0
South Sudan,SSD,2003,11,0,2,0,0,0,2,1,0
South Sudan,SSD,2003,12,0,0,0,0,0,0,0,0
Sao Tome and Principe,STP,2003,1,0,0,0,3,0,4,0,0
Sao Tome and Principe,STP,2003,2,0,0,0,0,0,0,0,0
Sao Tome and Principe,STP,2003,3,0,0,0,1,1,2,0,0
Sao Tome and Principe,STP,2003,4,0,0,0,1,3,0,0,3
Sao Tome and Principe,STP,2003,5,0,0,0,0,0,0,0,0
Sao Tome and Principe,STP,2003,6,0,0,0,0,0,0,0,0
Sao Tome and Principe,STP,2003,7,0,6,2,9,3,4,4,0
Sao Tome and Principe,STP,2003,8,2,0,0,0,0,0,1,0
Sao Tome and Principe,STP,2003,9,0,0,1,0,0,0,0,0
Sao Tome and Principe,STP,2003,10,0,0,0,0,0,0,0,0
Sao Tome and Principe,STP,2003,11,0,0,0,0,0,0,0,0
Sao Tome and Principe,STP,2003,12,0,0,0,0,0,0,0,0
Swaziland,SWZ,2003,1,0,0,0,0,0,0,0,0
Swaziland,SWZ,2003,2,0,0,0,2,0,0,0,0
Swaziland,SWZ,2003,3,0,0,0,1,0,0,0,1
Swaziland,SWZ,2003,4,0,1,0,0,0,0,0,1
Swaziland,SWZ,2003,5,0,0,1,1,0,0,0,0
Swaziland,SWZ,2003,6,0,0,0,1,0,0,0,0
Swaziland,SWZ,2003,7,0,0,1,1,1,0,0,0
Swaziland,SWZ,2003,8,0,9,2,6,0,0,0,12
Swaziland,SWZ,2003,9,0,0,0,1,0,0,0,0
Swaziland,SWZ,2003,10,2,0,0,0,0,0,0,0
Swaziland,SWZ,2003,11,0,0,0,0,0,0,0,0
Swaziland,SWZ,2003,12,0,0,0,0,0,0,0,0
Syria,SYR,2003,1,0,1,0,4,3,2,3,0
Syria,SYR,2003,2,1,1,0,0,2,0,0,0
Syria,SYR,2003,3,0,0,1,1,7,0,0,3
Syria,SYR,2003,4,1,4,0,2,30,3,10,0
Syria,SYR,2003,5,0,3,1,1,7,4,5,0
Syria,SYR,2003,6,2,1,1,3,5,2,1,1
Syria,SYR,2003,7,0,0,0,5,2,6,7,0
Syria,SYR,2003,8,0,1,2,2,2,0,2,0
Syria,SYR,2003,9,0,1,0,1,5,4,3,0
Syria,SYR,2003,10,0,2,0,0,16,0,1,0
Syria,SYR,2003,11,0,1,1,1,18,6,3,0
Syria,SYR,2003,12,0,0,0,0,24,7,4,2
Chad,TCD,2003,1,0,0,0,1,0,0,7,0
Chad,TCD,2003,2,0,0,0,0,0,0,0,0
Chad,TCD,2003,3,0,0,0,0,0,0,1,0
Chad,TCD,2003,4,0,2,0,0,0,0,0,0
Chad,TCD,2003,5,0,0,0,0,0,0,0,0
Chad,TCD,2003,6,0,0,0,0,0,0,0,0
Chad,TCD,2003,7,0,0,0,0,0,0,0,0
Chad,TCD,2003,8,0,0,0,0,0,0,0,0
Chad,TCD,2003,9,0,5,0,0,0,0,0,0
Chad,TCD,2003,10,1,1,0,0,0,0,0,0
Chad,TCD,2003,11,1,0,0,0,0,2,0,0
Chad,TCD,2003,12,5,3,0,1,0,4,0,0
Togo,TGO,2003,1,0,0,0,0,3,2,6,0
Togo,TGO,2003,2,0,1,0,0,3,0,0,0
Togo,TGO,2003,3,0,0,0,0,0,0,0,0
Togo,TGO,2003,4,0,0,0,0,0,0,1,0
Togo,TGO,2003,5,9,0,0,4,0,0,0,0
Togo,TGO,2003,6,0,3,0,8,1,1,0,2
Togo,TGO,2003,7,1,0,0,0,0,0,0,1
Togo,TGO,2003,8,1,0,0,0,4,0,0,1
Togo,TGO,2003,9,1,1,0,0,0,1,0,1
Togo,TGO,2003,10,0,2,0,0,2,0,0,0
Togo,TGO,2003,11,0,0,0,0,0,0,0,0
Togo,TGO,2003,12,0,0,0,0,0,0,0,0
Tunisia,TUN,2003,1,0,0,0,0,0,0,0,0
Tunisia,TUN,2003,2,0,0,0,2,0,0,0,1
Tunisia,TUN,2003,3,0,0,0,0,0,0,0,0
Tunisia,TUN,2003,4,0,0,0,0,6,0,0,0
Tunisia,TUN,2003,5,0,0,0,0,2,0,0,0
Tunisia,TUN,2003,6,0,0,0,0,3,0,0,0
Tunisia,TUN,2003,7,0,0,0,0,0,0,2,0
Tunisia,TUN,2003,8,1,2,0,0,0,0,3,0
Tunisia,TUN,2003,9,0,0,0,1,2,0,0,0
Tunisia,TUN,2003,10,0,0,0,0,2,0,1,0
Tunisia,TUN,2003,11,0,0,0,0,0,0,1,0
Tunisia,TUN,2003,12,0,0,0,1,3,0,2,0
Turkey,TUR,2003,1,18,13,1,16,29,5,58,6
Turkey,TUR,2003,2,8,12,5,13,72,4,29,9
Turkey,TUR,2003,3,8,14,17,29,55,0,49,17
Turkey,TUR,2003,4,7,9,4,7,28,9,20,6
Turkey,TUR,2003,5,3,27,4,13,21,2,53,17
Turkey,TUR,2003,6,0,16,4,21,12,5,19,2
Turkey,TUR,2003,7,2,10,3,13,54,4,22,1
Turkey,TUR,2003,8,6,20,0,16,29,6,32,6
Turkey,TUR,2003,9,2,12,6,15,51,5,15,3
Turkey,TUR,2003,10,9,33,1,11,42,1,11,4
Turkey,TUR,2003,11,8,96,10,68,33,2,20,14
Turkey,TUR,2003,12,7,17,2,58,81,8,20,7
Tanzania,TZA,2003,1,0,0,2,4,4,7,1,0
Tanzania,TZA,2003,2,0,2,0,5,12,2,5,0
Tanzania,TZA,2003,3,0,0,0,1,2,0,0,1
Tanzania,TZA,2003,4,1,3,2,1,2,2,0,0
Tanzania,TZA,2003,5,6,2,1,4,6,7,2,5
Tanzania,TZA,2003,6,0,1,0,2,0,2,0,0
Tanzania,TZA,2003,7,0,0,2,1,0,2,1,0
Tanzania,TZA,2003,8,0,0,1,0,4,4,2,0
Tanzania,TZA,2003,9,4,2,0,0,3,2,4,0
Tanzania,TZA,2003,10,0,3,1,2,8,3,0,0
Tanzania,TZA,2003,11,0,2,0,1,6,18,5,0
Tanzania,TZA,2003,12,1,1,2,0,6,2,0,0
Uganda,UGA,2003,1,4,75,7,12,35,1,18,1
Uganda,UGA,2003,2,6,77,7,2,24,7,21,0
Uganda,UGA,2003,3,3,92,8,12,28,18,24,4
Uganda,UGA,2003,4,6,80,12,18,7,8,14,0
Uganda,UGA,2003,5,6,82,10,11,21,3,13,0
Uganda,UGA,2003,6,6,108,9,9,26,9,11,0
Uganda,UGA,2003,7,1,52,4,4,13,0,10,0
Uganda,UGA,2003,8,4,96,8,4,22,8,6,1
Uganda,UGA,2003,9,8,176,9,8,25,9,5,1
Uganda,UGA,2003,10,2,128,6,5,20,10,10,0
Uganda,UGA,2003,11,4,143,4,5,19,13,5,5
Uganda,UGA,2003,12,2,46,3,4,15,2,6,0
Yemen,YEM,2003,1,0,3,0,4,2,0,0,0
Yemen,YEM,2003,2,0,0,1,1,0,0,0,0
Yemen,YEM,2003,3,0,4,0,6,5,0,0,2
Yemen,YEM,2003,4,0,1,1,6,1,0,1,0
Yemen,YEM,2003,5,0,4,5,1,1,1,0,0
Yemen,YEM,2003,6,0,23,0,4,5,0,0,0
Yemen,YEM,2003,7,1,11,1,12,2,0,0,0
Yemen,YEM,2003,8,0,5,0,15,0,0,0,0
Yemen,YEM,2003,9,0,0,0,8,0,0,1,0
Yemen,YEM,2003,10,0,1,2,19,34,2,5,0
Yemen,YEM,2003,11,1,0,0,5,2,4,10,0
Yemen,YEM,2003,12,0,4,1,1,11,8,2,0
South Africa,ZAF,2003,1,15,28,11,12,14,16,13,1
South Africa,ZAF,2003,2,7,15,1,21,12,5,14,5
South Africa,ZAF,2003,3,13,15,6,15,21,3,11,8
South Africa,ZAF,2003,4,18,4,6,23,18,5,18,4
South Africa,ZAF,2003,5,5,15,18,26,22,6,26,4
South Africa,ZAF,2003,6,6,5,6,9,15,4,20,4
South Africa,ZAF,2003,7,1,16,2,15,22,1,11,2
South Africa,ZAF,2003,8,10,15,4,4,18,6,9,3
South Africa,ZAF,2003,9,6,7,4,8,7,2,12,2
South Africa,ZAF,2003,10,13,11,0,16,29,39,5,0
South Africa,ZAF,2003,11,4,13,1,8,6,2,18,1
South Africa,ZAF,2003,12,0,5,2,9,10,0,6,0
Zambia,ZMB,2003,1,2,0,1,9,2,0,7,0
Zambia,ZMB,2003,2,9,1,4,4,3,2,3,0
Zambia,ZMB,2003,3,4,2,0,4,4,1,9,1
Zambia,ZMB,2003,4,4,2,3,6,4,0,5,0
Zambia,ZMB,2003,5,6,6,3,4,6,4,2,0
Zambia,ZMB,2003,6,1,0,1,1,3,1,4,1
Zambia,ZMB,2003,7,1,2,3,3,0,0,2,2
Zambia,ZMB,2003,8,9,1,3,3,4,1,4,2
Zambia,ZMB,2003,9,0,0,1,7,7,0,3,0
Zambia,ZMB,2003,10,4,0,2,5,1,0,5,0
Zambia,ZMB,2003,11,4,0,1,3,4,2,0,0
Zambia,ZMB,2003,12,1,0,0,0,3,0,1,0
Zimbabwe,ZWE,2003,1,2,12,2,29,3,0,9,4
Zimbabwe,ZWE,2003,2,1,11,12,20,3,2,6,0
Zimbabwe,ZWE,2003,3,10,21,13,29,6,1,2,8
Zimbabwe,ZWE,2003,4,5,7,7,35,4,0,16,1
Zimbabwe,ZWE,2003,5,8,6,11,17,3,11,12,1
Zimbabwe,ZWE,2003,6,6,28,15,66,3,3,27,27
Zimbabwe,ZWE,2003,7,10,2,8,7,10,4,11,4
Zimbabwe,ZWE,2003,8,8,7,8,11,2,0,6,0
Zimbabwe,ZWE,2003,9,14,2,3,40,1,0,2,4
Zimbabwe,ZWE,2003,10,4,7,0,63,5,0,6,9
Zimbabwe,ZWE,2003,11,5,4,3,38,2,4,10,7
Zimbabwe,ZWE,2003,12,1,9,5,5,4,5,5,2
Angola,AGO,2004,1,1,3,0,2,2,4,3,0
Angola,AGO,2004,2,0,4,0,1,5,0,5,0
Angola,AGO,2004,3,0,5,2,1,5,1,7,2
Angola,AGO,2004,4,0,2,1,2,1,0,11,0
Angola,AGO,2004,5,1,1,0,0,10,3,5,0
Angola,AGO,2004,6,0,0,0,0,3,0,2,0
Angola,AGO,2004,7,0,1,0,1,5,1,10,0
Angola,AGO,2004,8,1,0,0,0,11,0,5,0
Angola,AGO,2004,9,0,1,2,4,0,2,11,0
Angola,AGO,2004,10,0,1,1,0,17,5,11,0
Angola,AGO,2004,11,1,1,0,1,9,1,2,0
Angola,AGO,2004,12,0,6,2,2,4,0,2,0
United Arab Emirates,ARE,2004,1,0,0,0,0,2,5,0,0
United Arab Emirates,ARE,2004,2,0,0,0,1,2,2,5,0
United Arab Emirates,ARE,2004,3,0,0,0,4,1,0,1,0
United Arab Emirates,ARE,2004,4,1,7,0,0,3,1,5,0
United Arab Emirates,ARE,2004,5,0,2,0,0,0,0,0,0
United Arab Emirates,ARE,2004,6,0,3,1,4,5,0,2,0
United Arab Emirates,ARE,2004,7,1,2,1,0,4,8,0,0
United Arab Emirates,ARE,2004,8,2,4,1,2,3,0,1,0
United Arab Emirates,ARE,2004,9,0,0,0,3,9,0,1,0
United Arab Emirates,ARE,2004,10,0,2,0,1,0,0,0,1
United Arab Emirates,ARE,2004,11,0,2,0,1,2,4,1,0
United Arab Emirates,ARE,2004,12,0,3,0,1,9,0,4,0
Burundi,BDI,2004,1,4,24,0,1,6,4,9,0
Burundi,BDI,2004,2,0,9,0,2,0,1,2,0
Burundi,BDI,2004,3,1,20,1,0,0,6,0,0
Burundi,BDI,2004,4,2,28,1,0,1,1,0,0
Burundi,BDI,2004,5,8,20,0,2,0,3,1,2
Burundi,BDI,2004,6,0,5,0,4,1,0,0,0
Burundi,BDI,2004,7,4,15,0,1,1,0,3,0
Burundi,BDI,2004,8,1,16,0,3,7,0,0,3
Burundi,BDI,2004,9,2,20,3,1,2,2,0,0
Burundi,BDI,2004,10,1,4,1,2,0,2,2,0
Burundi,BDI,2004,11,2,11,0,4,2,2,0,0
Burundi,BDI,2004,12,0,4,0,0,9,0,0,0
Benin,BEN,2004,1,0,1,0,0,0,0,0,0
Benin,BEN,2004,2,0,1,0,1,0,0,1,0
Benin,BEN,2004,3,0,0,0,1,0,0,0,0
Benin,BEN,2004,4,0,0,0,0,1,0,2,0
Benin,BEN,2004,5,0,3,0,0,0,0,1,7
Benin,BEN,2004,6,1,0,0,2,10,0,1,1
Benin,BEN,2004,7,0,2,0,1,0,0,0,0
Benin,BEN,2004,8,2,1,0,3,0,0,0,0
Benin,BEN,2004,9,0,1,0,1,0,0,0,0
Benin,BEN,2004,10,0,0,0,0,0,0,1,0
Benin,BEN,2004,11,0,0,0,2,0,0,0,0
Benin,BEN,2004,12,0,4,0,1,0,0,0,0
Burkina Faso,BFA,2004,1,0,0,0,2,0,0,0,0
Burkina Faso,BFA,2004,2,0,0,0,0,0,0,1,0
Burkina Faso,BFA,2004,3,0,0,0,0,0,0,0,0
Burkina Faso,BFA,2004,4,0,0,1,5,0,0,0,0
Burkina Faso,BFA,2004,5,0,1,0,1,0,0,0,0
Burkina Faso,BFA,2004,6,0,1,0,0,0,0,0,0
Burkina Faso,BFA,2004,7,0,0,0,0,0,0,0,0
Burkina Faso,BFA,2004,8,0,0,0,0,1,0,0,0
Burkina Faso,BFA,2004,9,0,0,0,3,0,0,0,0
Burkina Faso,BFA,2004,10,0,0,0,0,0,0,0,0
Burkina Faso,BFA,2004,11,0,1,0,1,0,0,3,0
Burkina Faso,BFA,2004,12,0,1,0,0,0,0,0,0
Bahrain,BHR,2004,1,1,0,0,0,5,1,0,0
Bahrain,BHR,2004,2,2,1,0,2,2,0,0,0
Bahrain,BHR,2004,3,0,0,0,0,0,0,0,0
Bahrain,BHR,2004,4,1,0,0,0,0,0,1,0
Bahrain,BHR,2004,5,0,4,0,5,1,0,5,9
Bahrain,BHR,2004,6,0,2,2,4,1,0,5,0
Bahrain,BHR,2004,7,0,0,5,6,6,0,2,0
Bahrain,BHR,2004,8,0,0,1,0,0,0,1,0
Bahrain,BHR,2004,9,0,0,5,5,0,0,7,4
Bahrain,BHR,2004,10,2,3,2,9,0,0,0,14
Bahrain,BHR,2004,11,0,1,2,3,0,0,6,2
Bahrain,BHR,2004,12,0,0,0,0,4,0,0,0
Botswana,BWA,2004,1,0,0,0,0,0,0,0,0
Botswana,BWA,2004,2,0,0,0,0,0,0,0,1
Botswana,BWA,2004,3,0,0,0,0,0,0,0,0
Botswana,BWA,2004,4,0,0,0,0,0,0,0,0
Botswana,BWA,2004,5,1,0,0,0,0,0,2,0
