country,iso3c,year,month,breakdown,escalation_nonlethal,escalation_nonviolent,repression_up,external,deescalation,repression_down,protest
Angola,AGO,1995,1,0,2,0,0,0,0,0,0
Angola,AGO,1995,2,0,0,1,0,0,0,0,0
Angola,AGO,1995,3,0,0,0,0,1,0,0,0
Angola,AGO,1995,4,0,0,0,0,0,0,0,0
Angola,AGO,1995,5,1,3,0,0,2,0,8,0
Angola,AGO,1995,6,2,6,0,0,1,2,2,0
Angola,AGO,1995,7,1,11,1,1,2,4,4,0
Angola,AGO,1995,8,0,25,3,0,2,2,6,0
Angola,AGO,1995,9,0,12,0,1,0,8,0,0
Angola,AGO,1995,10,0,4,0,1,0,0,1,0
Angola,AGO,1995,11,0,5,1,0,1,2,12,0
Angola,AGO,1995,12,1,20,3,0,2,8,9,0
United Arab Emirates,ARE,1995,1,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,1995,2,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,1995,3,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,1995,4,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,1995,5,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,1995,6,0,0,0,2,0,0,0,0
United Arab Emirates,ARE,1995,7,0,0,0,2,7,0,0,0
United Arab Emirates,ARE,1995,8,0,1,0,1,0,0,0,0
United Arab Emirates,ARE,1995,9,0,1,1,4,0,0,2,0
United Arab Emirates,ARE,1995,10,0,2,0,1,1,0,0,0
United Arab Emirates,ARE,1995,11,0,0,0,3,0,0,0,0
United Arab Emirates,ARE,1995,12,0,0,0,0,0,0,0,0
Burundi,BDI,1995,1,0,1,0,0,0,0,0,0
Burundi,BDI,1995,2,0,1,0,0,0,0,0,0
Burundi,BDI,1995,3,0,2,0,0,2,0,0,0
Burundi,BDI,1995,4,0,8,0,0,0,0,0,0
Burundi,BDI,1995,5,0,1,0,0,0,0,2,1
Burundi,BDI,1995,6,1,53,1,1,1,0,0,0
Burundi,BDI,1995,7,0,29,0,1,0,0,0,0
Burundi,BDI,1995,8,0,8,1,0,0,0,0,0
Burundi,BDI,1995,9,0,11,0,0,0,0,0,0
Burundi,BDI,1995,10,1,8,0,0,0,0,0,0
Burundi,BDI,1995,11,0,10,2,0,0,0,0,0
Burundi,BDI,1995,12,0,19,1,0,0,0,0,0
Benin,BEN,1995,1,0,0,0,0,0,0,0,0
Benin,BEN,1995,2,0,0,0,0,0,0,0,0
Benin,BEN,1995,3,0,0,0,0,0,0,0,0
Benin,BEN,1995,4,0,0,0,0,0,0,0,0
Benin,BEN,1995,5,0,0,0,0,0,0,0,0
Benin,BEN,1995,6,0,0,0,0,0,0,0,0
Benin,BEN,1995,7,0,0,0,0,0,0,0,0
Benin,BEN,1995,8,0,0,0,0,0,0,0,0
Benin,BEN,1995,9,0,0,0,0,0,0,0,0
Benin,BEN,1995,10,0,0,0,0,0,0,0,0
Benin,BEN,1995,11,0,0,0,2,0,0,1,1
Benin,BEN,1995,12,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1995,1,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1995,2,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1995,3,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1995,4,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1995,5,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1995,6,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1995,7,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1995,8,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1995,9,0,0,0,0,2,0,0,0
Burkina Faso,BFA,1995,10,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1995,11,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1995,12,0,0,0,0,0,0,0,0
Bahrain,BHR,1995,1,0,0,0,0,0,0,0,0
Bahrain,BHR,1995,2,0,0,0,0,0,0,0,0
Bahrain,BHR,1995,3,0,0,0,0,1,0,0,0
Bahrain,BHR,1995,4,0,1,0,0,0,0,0,0
Bahrain,BHR,1995,5,0,1,0,1,0,0,0,0
Bahrain,BHR,1995,6,0,0,0,0,0,0,1,0
Bahrain,BHR,1995,7,0,0,0,0,0,0,1,0
Bahrain,BHR,1995,8,0,0,0,0,0,0,0,0
Bahrain,BHR,1995,9,0,0,0,0,0,0,0,0
Bahrain,BHR,1995,10,0,0,0,0,0,0,2,1
Bahrain,BHR,1995,11,0,0,0,0,0,0,0,0
Bahrain,BHR,1995,12,0,0,0,0,0,0,1,1
Botswana,BWA,1995,1,0,0,0,0,0,0,0,0
Botswana,BWA,1995,2,0,0,0,0,0,0,0,0
Botswana,BWA,1995,3,0,0,0,0,0,0,0,0
Botswana,BWA,1995,4,0,0,0,0,0,0,0,0
Botswana,BWA,1995,5,0,0,0,0,0,0,0,0
Botswana,BWA,1995,6,0,0,0,0,0,0,0,0
Botswana,BWA,1995,7,2,0,0,0,0,0,0,0
Botswana,BWA,1995,8,1,0,0,0,6,0,0,0
Botswana,BWA,1995,9,0,0,0,0,0,0,0,0
Botswana,BWA,1995,10,0,0,0,0,0,0,0,0
Botswana,BWA,1995,11,0,0,0,0,0,0,0,0
Botswana,BWA,1995,12,0,0,0,0,0,0,0,0
Central African Republic,CAF,1995,1,0,0,0,0,0,0,0,0
Central African Republic,CAF,1995,2,0,0,0,0,0,0,0,0
Central African Republic,CAF,1995,3,0,0,0,0,0,0,0,0
Central African Republic,CAF,1995,4,0,0,0,0,0,0,0,0
Central African Republic,CAF,1995,5,0,0,0,0,0,0,0,0
Central African Republic,CAF,1995,6,0,0,0,0,0,0,0,0
Central African Republic,CAF,1995,7,0,0,0,0,0,0,0,0
Central African Republic,CAF,1995,8,0,0,0,1,0,0,0,0
Central African Republic,CAF,1995,9,0,0,0,0,0,0,0,0
Central African Republic,CAF,1995,10,0,0,0,0,0,0,0,0
Central African Republic,CAF,1995,11,0,0,0,0,0,0,0,0
Central African Republic,CAF,1995,12,0,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,1995,1,0,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,1995,2,0,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,1995,3,0,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,1995,4,0,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,1995,5,0,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,1995,6,0,2,4,0,0,0,0,2
Cote d'Ivoire,CIV,1995,7,0,1,0,0,0,0,1,0
Cote d'Ivoire,CIV,1995,8,0,0,0,2,0,0,2,0
Cote d'Ivoire,CIV,1995,9,0,4,1,3,0,4,0,7
Cote d'Ivoire,CIV,1995,10,7,17,4,12,0,10,7,22
Cote d'Ivoire,CIV,1995,11,1,4,1,0,0,2,0,0
Cote d'Ivoire,CIV,1995,12,0,0,0,0,0,0,0,0
Cameroon,CMR,1995,1,0,0,0,0,0,0,0,0
Cameroon,CMR,1995,2,0,0,0,0,6,0,1,0
Cameroon,CMR,1995,3,0,0,0,0,0,0,0,0
Cameroon,CMR,1995,4,0,0,0,0,0,0,0,0
Cameroon,CMR,1995,5,0,0,0,2,0,0,0,0
Cameroon,CMR,1995,6,0,1,0,1,0,0,0,1
Cameroon,CMR,1995,7,0,0,0,0,0,0,0,1
Cameroon,CMR,1995,8,0,0,0,0,0,0,0,0
Cameroon,CMR,1995,9,0,0,0,1,0,0,0,0
Cameroon,CMR,1995,10,0,0,0,0,0,0,0,0
Cameroon,CMR,1995,11,0,0,0,0,0,0,0,0
Cameroon,CMR,1995,12,0,0,0,0,0,0,0,0
Democratic Republic of Congo,COD,1995,1,0,0,0,0,0,0,0,0
Democratic Republic of Congo,COD,1995,2,0,0,0,0,0,0,0,0
Democratic Republic of Congo,COD,1995,3,0,0,0,0,0,0,0,0
Democratic Republic of Congo,COD,1995,4,0,0,0,0,0,0,0,0
Democratic Republic of Congo,COD,1995,5,0,0,0,0,0,0,2,0
Democratic Republic of Congo,COD,1995,6,0,0,1,1,0,0,0,0
Democratic Republic of Congo,COD,1995,7,0,2,0,0,0,0,1,1
Democratic Republic of Congo,COD,1995,8,0,4,1,5,0,0,1,1
Democratic Republic of Congo,COD,1995,9,0,4,0,3,0,0,1,0
Democratic Republic of Congo,COD,1995,10,0,0,0,1,2,0,0,0
Democratic Republic of Congo,COD,1995,11,0,0,0,2,0,0,0,0
Democratic Republic of Congo,COD,1995,12,0,0,0,0,1,0,0,0
Congo,COG,1995,1,0,0,0,0,0,0,0,0
Congo,COG,1995,2,0,0,0,0,0,0,0,0
Congo,COG,1995,3,0,0,0,0,0,0,0,0
Congo,COG,1995,4,0,0,0,0,0,0,0,0
Congo,COG,1995,5,0,0,0,0,0,0,0,0
Congo,COG,1995,6,0,0,0,0,0,0,0,0
Congo,COG,1995,7,0,0,0,0,0,0,0,0
Congo,COG,1995,8,0,0,0,0,0,0,0,0
Congo,COG,1995,9,0,2,1,0,0,0,0,0
Congo,COG,1995,10,0,0,0,0,0,0,0,0
Congo,COG,1995,11,0,0,0,0,0,0,0,0
Congo,COG,1995,12,0,0,0,0,0,0,0,0
Comoros,COM,1995,1,0,0,0,0,0,0,0,0
Comoros,COM,1995,2,0,0,0,0,0,0,0,0
Comoros,COM,1995,3,0,0,0,0,0,0,0,0
Comoros,COM,1995,4,0,0,0,0,0,0,0,0
Comoros,COM,1995,5,0,0,0,0,0,0,0,0
Comoros,COM,1995,6,0,0,0,0,0,0,0,0
Comoros,COM,1995,7,0,0,0,0,0,0,0,0
Comoros,COM,1995,8,0,0,0,0,0,0,0,0
Comoros,COM,1995,9,0,8,0,3,2,0,1,0
Comoros,COM,1995,10,0,6,0,1,0,0,1,0
Comoros,COM,1995,11,0,0,0,0,0,0,0,0
Comoros,COM,1995,12,0,0,0,0,0,0,0,0
Cape Verde,CPV,1995,1,0,0,0,0,0,0,0,0
Cape Verde,CPV,1995,2,0,0,0,0,0,0,0,0
Cape Verde,CPV,1995,3,0,0,0,0,0,0,0,0
Cape Verde,CPV,1995,4,0,0,0,0,0,0,0,0
Cape Verde,CPV,1995,5,0,0,0,0,0,0,0,0
Cape Verde,CPV,1995,6,0,0,0,0,0,0,0,0
Cape Verde,CPV,1995,7,0,0,0,0,0,0,0,0
Cape Verde,CPV,1995,8,0,0,0,0,0,0,0,0
Cape Verde,CPV,1995,9,0,0,0,0,0,0,0,0
Cape Verde,CPV,1995,10,0,0,0,0,0,0,0,0
Cape Verde,CPV,1995,11,0,0,0,0,0,0,0,0
Cape Verde,CPV,1995,12,1,0,0,0,0,0,0,0
Djibouti,DJI,1995,1,0,0,0,0,0,0,0,0
Djibouti,DJI,1995,2,0,0,0,0,0,0,0,0
Djibouti,DJI,1995,3,0,0,0,0,0,0,0,0
Djibouti,DJI,1995,4,0,0,0,0,0,0,0,0
Djibouti,DJI,1995,5,0,0,0,0,0,0,0,0
Djibouti,DJI,1995,6,0,0,0,0,0,0,0,0
Djibouti,DJI,1995,7,0,0,0,1,0,0,0,0
Djibouti,DJI,1995,8,0,0,0,0,0,0,0,0
Djibouti,DJI,1995,9,0,0,0,0,0,0,0,0
Djibouti,DJI,1995,10,0,1,0,0,0,0,0,0
Djibouti,DJI,1995,11,0,1,0,0,0,2,0,0
Djibouti,DJI,1995,12,0,0,0,0,0,0,0,0
Algeria,DZA,1995,1,1,4,1,2,0,0,0,0
Algeria,DZA,1995,2,0,5,1,0,0,0,0,0
Algeria,DZA,1995,3,0,10,0,0,0,0,0,0
Algeria,DZA,1995,4,0,1,0,0,0,0,0,0
Algeria,DZA,1995,5,1,4,1,0,2,0,0,0
Algeria,DZA,1995,6,0,5,0,3,2,2,2,0
Algeria,DZA,1995,7,1,10,0,4,0,2,0,0
Algeria,DZA,1995,8,3,20,0,0,2,4,0,0
Algeria,DZA,1995,9,0,23,3,2,4,0,1,0
Algeria,DZA,1995,10,1,29,0,0,0,0,1,0
Algeria,DZA,1995,11,4,28,6,1,1,4,5,0
Algeria,DZA,1995,12,2,30,0,1,2,3,2,0
Egypt,EGY,1995,1,0,7,0,1,0,0,3,0
Egypt,EGY,1995,2,0,4,2,0,0,0,1,0
Egypt,EGY,1995,3,0,4,0,1,7,0,3,0
Egypt,EGY,1995,4,0,2,0,3,1,0,0,0
Egypt,EGY,1995,5,0,23,1,12,6,0,1,0
Egypt,EGY,1995,6,2,65,1,9,5,0,5,0
Egypt,EGY,1995,7,0,36,0,10,2,0,1,0
Egypt,EGY,1995,8,0,25,0,11,6,0,6,0
Egypt,EGY,1995,9,0,25,4,18,18,0,4,2
Egypt,EGY,1995,10,1,38,1,24,9,0,3,1
Egypt,EGY,1995,11,3,24,1,47,13,0,5,1
Egypt,EGY,1995,12,1,30,2,24,13,5,5,5
Eritrea,ERI,1995,1,0,0,0,0,0,0,0,0
Eritrea,ERI,1995,2,0,0,0,0,0,0,0,0
Eritrea,ERI,1995,3,0,0,0,0,0,0,0,0
Eritrea,ERI,1995,4,0,0,0,0,0,0,0,0
Eritrea,ERI,1995,5,0,0,0,0,0,0,0,0
Eritrea,ERI,1995,6,0,0,0,0,0,0,0,0
Eritrea,ERI,1995,7,0,0,0,0,1,0,0,0
Eritrea,ERI,1995,8,0,0,0,0,2,0,0,0
Eritrea,ERI,1995,9,0,0,0,0,0,0,0,0
Eritrea,ERI,1995,10,0,0,0,0,2,0,0,0
Eritrea,ERI,1995,11,0,0,0,0,0,0,0,0
Eritrea,ERI,1995,12,0,0,0,0,0,4,1,0
Ethiopia,ETH,1995,1,0,0,0,0,0,0,0,0
Ethiopia,ETH,1995,2,0,0,0,0,0,0,0,0
Ethiopia,ETH,1995,3,1,0,0,0,0,0,0,0
Ethiopia,ETH,1995,4,0,0,0,0,0,0,0,0
Ethiopia,ETH,1995,5,2,0,0,1,0,0,0,0
Ethiopia,ETH,1995,6,0,2,2,1,0,2,0,0
Ethiopia,ETH,1995,7,0,0,0,0,0,0,0,0
Ethiopia,ETH,1995,8,0,0,0,0,0,0,0,0
Ethiopia,ETH,1995,9,0,0,0,3,0,0,0,0
Ethiopia,ETH,1995,10,0,0,0,2,2,0,0,0
Ethiopia,ETH,1995,11,0,0,0,0,2,0,0,0
Ethiopia,ETH,1995,12,0,0,0,0,3,0,0,0
Gabon,GAB,1995,1,0,0,0,0,0,0,0,0
Gabon,GAB,1995,2,0,0,0,0,0,0,0,0
Gabon,GAB,1995,3,0,0,0,0,0,0,0,0
Gabon,GAB,1995,4,0,0,0,0,0,0,0,0
Gabon,GAB,1995,5,0,0,0,0,0,0,0,0
Gabon,GAB,1995,6,0,1,1,0,0,0,0,1
Gabon,GAB,1995,7,0,0,0,0,0,0,0,0
Gabon,GAB,1995,8,0,0,0,0,0,2,3,0
Gabon,GAB,1995,9,0,0,0,1,0,0,0,0
Gabon,GAB,1995,10,0,0,0,0,0,0,2,0
Gabon,GAB,1995,11,0,0,0,0,0,0,0,0
Gabon,GAB,1995,12,0,0,0,0,0,0,0,0
Ghana,GHA,1995,1,0,0,0,0,0,0,0,0
Ghana,GHA,1995,2,0,0,0,0,0,0,0,0
Ghana,GHA,1995,3,0,0,0,0,0,0,0,0
Ghana,GHA,1995,4,0,0,0,0,0,0,0,0
Ghana,GHA,1995,5,0,0,0,0,0,0,0,1
Ghana,GHA,1995,6,0,0,0,0,0,0,0,0
Ghana,GHA,1995,7,0,0,0,0,0,0,1,0
Ghana,GHA,1995,8,0,0,0,1,0,1,0,0
Ghana,GHA,1995,9,0,0,0,0,0,0,0,0
Ghana,GHA,1995,10,0,0,0,0,0,0,0,0
Ghana,GHA,1995,11,0,0,0,0,0,0,0,0
Ghana,GHA,1995,12,0,0,0,1,2,0,0,0
Guinea,GIN,1995,1,0,0,0,0,0,0,0,0
Guinea,GIN,1995,2,0,0,0,0,0,0,0,0
Guinea,GIN,1995,3,0,0,0,0,0,0,0,0
Guinea,GIN,1995,4,0,2,0,0,0,0,0,0
Guinea,GIN,1995,5,0,0,0,0,3,0,0,0
Guinea,GIN,1995,6,0,3,0,0,0,0,0,0
Guinea,GIN,1995,7,0,0,0,0,0,0,0,0
Guinea,GIN,1995,8,0,1,0,1,0,0,0,0
Guinea,GIN,1995,9,0,0,0,1,0,0,0,0
Guinea,GIN,1995,10,0,0,0,0,0,0,0,0
Guinea,GIN,1995,11,0,0,0,0,0,0,0,0
Guinea,GIN,1995,12,0,0,0,1,0,0,0,0
Gambia,GMB,1995,1,0,0,0,0,0,0,0,0
Gambia,GMB,1995,2,0,0,0,0,0,0,0,0
Gambia,GMB,1995,3,0,0,0,0,0,0,0,0
Gambia,GMB,1995,4,0,0,0,0,0,0,0,0
Gambia,GMB,1995,5,0,0,0,1,0,1,0,0
Gambia,GMB,1995,6,0,0,0,3,0,1,0,0
Gambia,GMB,1995,7,0,0,0,0,0,0,0,0
Gambia,GMB,1995,8,0,0,0,0,0,0,0,0
Gambia,GMB,1995,9,1,0,0,1,0,0,2,0
Gambia,GMB,1995,10,0,0,0,3,0,0,0,0
Gambia,GMB,1995,11,0,0,0,0,0,0,0,0
Gambia,GMB,1995,12,1,0,0,0,0,0,0,0
Iran,IRN,1995,1,0,0,0,1,0,0,0,0
Iran,IRN,1995,2,0,0,0,0,0,0,0,0
Iran,IRN,1995,3,0,1,0,0,2,0,0,0
Iran,IRN,1995,4,0,1,0,1,0,0,0,0
Iran,IRN,1995,5,4,1,2,1,7,0,0,0
Iran,IRN,1995,6,1,3,1,5,10,0,2,0
Iran,IRN,1995,7,1,5,0,6,7,3,0,0
Iran,IRN,1995,8,3,5,0,3,6,2,3,0
Iran,IRN,1995,9,2,4,0,6,5,0,3,0
Iran,IRN,1995,10,1,2,1,10,3,0,0,0
Iran,IRN,1995,11,1,3,0,12,8,0,0,0
Iran,IRN,1995,12,1,4,0,2,2,0,0,0
Iraq,IRQ,1995,1,0,0,0,0,0,0,0,0
Iraq,IRQ,1995,2,0,0,0,0,0,0,0,0
Iraq,IRQ,1995,3,0,3,0,0,1,0,0,0
Iraq,IRQ,1995,4,0,2,0,1,0,0,0,0
Iraq,IRQ,1995,5,1,7,1,3,2,0,0,0
Iraq,IRQ,1995,6,5,12,1,8,1,0,0,0
Iraq,IRQ,1995,7,1,11,1,8,2,4,2,1
Iraq,IRQ,1995,8,7,10,9,9,5,3,5,1
Iraq,IRQ,1995,9,0,15,0,1,6,0,2,1
Iraq,IRQ,1995,10,1,4,0,3,1,3,1,0
Iraq,IRQ,1995,11,1,3,0,1,4,0,2,0
Iraq,IRQ,1995,12,6,0,0,2,1,0,1,0
Israel,ISR,1995,1,0,1,1,2,5,0,0,0
Israel,ISR,1995,2,0,1,0,0,0,0,0,0
Israel,ISR,1995,3,0,1,0,1,4,0,1,1
Israel,ISR,1995,4,0,0,0,1,0,0,0,0
Israel,ISR,1995,5,2,8,3,3,6,5,3,0
Israel,ISR,1995,6,0,10,1,4,7,0,6,3
Israel,ISR,1995,7,2,12,0,15,8,2,8,5
Israel,ISR,1995,8,3,9,1,15,4,4,7,11
Israel,ISR,1995,9,1,8,1,3,28,0,6,2
Israel,ISR,1995,10,4,8,1,7,16,2,14,2
Israel,ISR,1995,11,4,90,13,58,14,10,9,4
Israel,ISR,1995,12,6,6,6,6,9,0,5,0
Jordan,JOR,1995,1,0,0,0,0,1,0,0,0
Jordan,JOR,1995,2,0,0,0,0,0,0,0,0
Jordan,JOR,1995,3,0,0,0,0,0,0,0,0
Jordan,JOR,1995,4,0,0,0,1,0,0,0,0
Jordan,JOR,1995,5,1,0,0,1,2,0,0,0
Jordan,JOR,1995,6,0,0,0,0,3,0,0,0
Jordan,JOR,1995,7,1,2,1,1,7,0,0,0
Jordan,JOR,1995,8,1,0,0,1,6,0,0,0
Jordan,JOR,1995,9,0,0,0,0,10,0,0,0
Jordan,JOR,1995,10,1,0,0,0,3,2,5,0
Jordan,JOR,1995,11,0,0,0,0,4,0,1,0
Jordan,JOR,1995,12,1,0,0,0,13,0,3,0
Kenya,KEN,1995,1,0,0,0,0,0,0,0,0
Kenya,KEN,1995,2,0,0,1,0,0,0,0,0
Kenya,KEN,1995,3,0,4,0,0,6,0,1,0
Kenya,KEN,1995,4,0,0,0,0,0,0,0,0
Kenya,KEN,1995,5,1,1,0,1,0,1,0,0
Kenya,KEN,1995,6,2,0,1,3,0,4,0,0
Kenya,KEN,1995,7,5,3,0,3,1,0,1,0
Kenya,KEN,1995,8,1,13,0,0,1,0,2,2
Kenya,KEN,1995,9,1,5,0,3,2,0,1,1
Kenya,KEN,1995,10,3,8,0,3,1,0,3,0
Kenya,KEN,1995,11,0,6,1,1,0,0,1,1
Kenya,KEN,1995,12,1,2,0,5,0,0,0,1
Kuwait,KWT,1995,1,0,0,0,0,0,0,0,0
Kuwait,KWT,1995,2,0,0,0,0,0,0,0,0
Kuwait,KWT,1995,3,0,0,0,0,0,0,0,0
Kuwait,KWT,1995,4,0,0,0,0,0,0,0,0
Kuwait,KWT,1995,5,0,1,0,0,0,1,3,1
Kuwait,KWT,1995,6,1,0,0,2,2,0,0,0
Kuwait,KWT,1995,7,0,0,0,0,1,0,1,0
Kuwait,KWT,1995,8,0,0,0,2,1,0,1,0
Kuwait,KWT,1995,9,0,0,0,1,0,0,0,0
Kuwait,KWT,1995,10,0,0,0,0,2,0,0,0
Kuwait,KWT,1995,11,0,1,0,0,3,0,0,0
Kuwait,KWT,1995,12,0,0,0,0,0,0,0,0
Lebanon,LBN,1995,1,0,0,0,0,0,0,0,0
Lebanon,LBN,1995,2,0,0,0,0,0,0,0,0
Lebanon,LBN,1995,3,0,1,0,1,0,2,0,0
Lebanon,LBN,1995,4,0,0,0,0,1,0,0,0
Lebanon,LBN,1995,5,2,10,0,4,0,4,11,0
Lebanon,LBN,1995,6,0,17,2,9,7,1,1,0
Lebanon,LBN,1995,7,3,6,0,10,0,0,6,5
Lebanon,LBN,1995,8,0,15,2,5,0,0,0,0
Lebanon,LBN,1995,9,1,4,0,0,2,0,2,1
Lebanon,LBN,1995,10,0,9,3,3,2,4,0,0
Lebanon,LBN,1995,11,0,6,1,4,2,0,1,0
Lebanon,LBN,1995,12,0,7,0,5,3,0,0,0
Liberia,LBR,1995,1,0,0,0,0,0,0,0,0
Liberia,LBR,1995,2,0,0,0,0,0,0,0,0
Liberia,LBR,1995,3,0,0,0,0,0,0,0,0
Liberia,LBR,1995,4,0,0,0,0,0,0,0,0
Liberia,LBR,1995,5,0,0,0,0,0,0,0,0
Liberia,LBR,1995,6,0,1,0,0,2,0,0,0
Liberia,LBR,1995,7,2,0,0,1,0,0,0,0
Liberia,LBR,1995,8,2,0,0,0,0,0,3,0
Liberia,LBR,1995,9,0,0,2,0,0,0,0,0
Liberia,LBR,1995,10,0,2,0,0,0,0,0,0
Liberia,LBR,1995,11,0,2,0,2,0,0,0,0
Liberia,LBR,1995,12,0,1,0,0,1,0,0,0
Libya,LBY,1995,1,0,0,0,0,0,0,0,0
Libya,LBY,1995,2,0,0,0,0,0,0,0,0
Libya,LBY,1995,3,0,0,0,0,0,0,0,0
Libya,LBY,1995,4,0,0,0,0,0,0,0,0
Libya,LBY,1995,5,0,0,0,0,0,0,0,0
Libya,LBY,1995,6,0,0,0,0,0,0,0,0
Libya,LBY,1995,7,0,0,0,0,0,0,0,0
Libya,LBY,1995,8,0,0,0,0,0,0,0,0
Libya,LBY,1995,9,0,8,0,4,0,0,0,0
Libya,LBY,1995,10,0,0,0,0,0,0,1,0
Libya,LBY,1995,11,0,0,2,0,2,0,0,0
Libya,LBY,1995,12,0,0,0,0,0,0,0,0
Lesotho,LSO,1995,1,0,0,0,0,0,0,0,0
Lesotho,LSO,1995,2,0,0,0,0,0,0,0,0
Lesotho,LSO,1995,3,0,0,0,0,0,0,0,0
Lesotho,LSO,1995,4,0,0,0,0,0,0,0,0
Lesotho,LSO,1995,5,0,1,0,2,0,0,1,0
Lesotho,LSO,1995,6,0,1,0,0,0,0,0,0
Lesotho,LSO,1995,7,1,0,0,0,0,0,0,0
Lesotho,LSO,1995,8,0,0,0,0,0,0,0,0
Lesotho,LSO,1995,9,0,0,1,0,0,0,0,0
Lesotho,LSO,1995,10,0,0,0,0,0,0,0,0
Lesotho,LSO,1995,11,0,0,0,0,0,0,0,0
Lesotho,LSO,1995,12,0,0,0,0,0,0,0,0
Morocco,MAR,1995,1,1,1,0,0,0,0,0,0
Morocco,MAR,1995,2,0,0,0,0,0,0,0,0
Morocco,MAR,1995,3,0,0,0,2,0,0,0,0
Morocco,MAR,1995,4,0,0,0,0,0,0,0,0
Morocco,MAR,1995,5,1,1,0,0,2,0,2,0
Morocco,MAR,1995,6,0,2,0,1,0,0,0,0
Morocco,MAR,1995,7,0,0,0,0,2,0,0,0
Morocco,MAR,1995,8,0,0,0,0,0,0,1,0
Morocco,MAR,1995,9,0,0,0,3,1,0,0,0
Morocco,MAR,1995,10,0,0,0,0,0,0,2,0
Morocco,MAR,1995,11,0,1,0,1,0,0,0,0
Morocco,MAR,1995,12,0,1,1,1,0,0,1,0
Madagascar,MDG,1995,1,0,0,0,0,0,0,0,0
Madagascar,MDG,1995,2,0,0,0,0,0,0,0,0
Madagascar,MDG,1995,3,0,0,0,0,0,0,0,0
Madagascar,MDG,1995,4,0,0,0,0,0,0,0,0
Madagascar,MDG,1995,5,0,1,0,0,0,0,1,0
Madagascar,MDG,1995,6,0,4,0,1,0,0,0,0
Madagascar,MDG,1995,7,0,0,0,0,2,0,1,0
Madagascar,MDG,1995,8,0,0,0,0,0,0,1,0
Madagascar,MDG,1995,9,0,0,0,0,0,0,0,0
Madagascar,MDG,1995,10,0,0,0,0,0,0,0,0
Madagascar,MDG,1995,11,2,0,0,0,0,1,0,0
Madagascar,MDG,1995,12,0,0,0,0,0,0,0,0
Mali,MLI,1995,1,0,0,0,0,0,0,0,0
Mali,MLI,1995,2,0,0,0,0,0,0,0,0
Mali,MLI,1995,3,0,0,0,0,0,0,0,0
Mali,MLI,1995,4,0,0,0,0,0,0,0,0
Mali,MLI,1995,5,0,0,0,0,0,0,0,0
Mali,MLI,1995,6,0,0,0,1,0,0,0,0
Mali,MLI,1995,7,0,0,0,0,0,0,0,0
Mali,MLI,1995,8,0,0,0,0,0,0,0,0
Mali,MLI,1995,9,0,0,0,0,0,0,0,0
Mali,MLI,1995,10,0,0,0,0,0,0,0,0
Mali,MLI,1995,11,0,0,0,0,2,0,0,0
Mali,MLI,1995,12,0,2,0,0,0,0,0,0
Mozambique,MOZ,1995,1,0,0,0,0,0,0,0,0
Mozambique,MOZ,1995,2,0,0,0,0,0,0,0,0
Mozambique,MOZ,1995,3,0,0,0,0,0,0,0,0
Mozambique,MOZ,1995,4,0,0,0,0,0,0,0,0
Mozambique,MOZ,1995,5,0,0,0,1,0,0,0,0
Mozambique,MOZ,1995,6,1,1,0,2,0,0,0,0
Mozambique,MOZ,1995,7,1,1,0,1,2,0,7,0
Mozambique,MOZ,1995,8,0,1,0,0,0,0,0,0
Mozambique,MOZ,1995,9,0,1,0,0,4,0,0,0
Mozambique,MOZ,1995,10,0,2,0,1,0,2,0,0
Mozambique,MOZ,1995,11,0,1,0,3,0,0,1,0
Mozambique,MOZ,1995,12,0,4,0,1,0,0,0,0
Mauritania,MRT,1995,1,0,0,0,1,0,0,0,1
Mauritania,MRT,1995,2,0,0,0,0,0,0,0,0
Mauritania,MRT,1995,3,0,0,0,0,0,0,0,0
Mauritania,MRT,1995,4,0,0,0,0,0,0,0,0
Mauritania,MRT,1995,5,0,0,0,0,0,0,0,0
Mauritania,MRT,1995,6,0,0,0,0,0,0,0,0
Mauritania,MRT,1995,7,0,0,0,0,0,0,0,0
Mauritania,MRT,1995,8,0,0,0,0,0,1,0,0
Mauritania,MRT,1995,9,0,0,0,0,0,0,0,0
